what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1625158439399
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625158442303
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625158444227
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1625158444457
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625158445970
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625158448261
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1625158448839
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625158452993
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625158455057
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1625158455467
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625158467454
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625158473092
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1625158473337
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625158477138
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625158479334
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1625158479757
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625158494072
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625158497409
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1625158497655
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625158501918
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625158503715
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1625158503979
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625158512453
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625158515993
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1625158516240
