what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625154765298
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625154765614
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625154850295
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625154872145
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625154902069
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1625154981227
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1625154982628
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1625154991587
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1625154992743
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1625154993231
started,bundle,org.eclipse.team.svn.core,0.7.3.I20080814-1500,org.eclipse.team.svn.core,1625155057710
started,bundle,org.eclipse.core.variables,3.2.100.v20080529-1300,org.eclipse.core.variables,1625155057810
started,bundle,org.eclipse.team.svn.ui,0.7.3.I20080814-1500,org.eclipse.team.svn.ui,1625155057813
started,bundle,org.polarion.eclipse.team.svn.connector.javahl,2.0.8.I20090202-1500,org.polarion.eclipse.team.svn.connector.javahl,1625155057838
started,bundle,org.polarion.eclipse.team.svn.connector.javahl15,2.0.8.I20090202-1500,org.polarion.eclipse.team.svn.connector.javahl15,1625155057898
started,bundle,org.polarion.eclipse.team.svn.connector.svnkit,2.0.8.I20090202-1500,org.polarion.eclipse.team.svn.connector.svnkit,1625155057908
started,bundle,org.polarion.eclipse.team.svn.connector.svnkit15,2.0.8.I20090202-1500,org.polarion.eclipse.team.svn.connector.svnkit15,1625155057975
executed,command,org.eclipse.team.svn.ui,0.7.3.I20080814-1500,org.eclipse.team.svn.ui.command.ShowAnnotationCommand,1625155058763
started,bundle,org.eclipse.dltk.validators.ui,0.95.1.v20080707-1511,org.eclipse.dltk.validators.ui,1625155058801
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1625155091193
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1625155103331
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1625155104558
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1625155105064
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625155107145
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625155107904
