what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625158519902
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625158521934
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1625158522426
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625158531651
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625158535172
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1625158535591
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625158544201
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625158547137
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1625158547475
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1625158551210
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625158554889
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625158800437
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625158805966
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625158984110
activated,editor,net.sf.eclipsefp.haskell.ui,0.10.0,net.sf.eclipsefp.haskell.ui.editor.HaskellEditor,1625158984211
opened,editor,net.sf.eclipsefp.haskell.ui,0.10.0,net.sf.eclipsefp.haskell.ui.editor.HaskellEditor,1625158987365
activated,editor,net.sf.eclipsefp.haskell.ui,0.10.0,net.sf.eclipsefp.haskell.ui.editor.HaskellEditor,1625158987388
activated,editor,net.sf.eclipsefp.haskell.ui,0.10.0,net.sf.eclipsefp.haskell.ui.editor.HaskellEditor,1625158989622
opened,view,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.views.TaskList,1625158993661
activated,view,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.views.ResourceNavigator,1625158993699
activated,editor,net.sf.eclipsefp.haskell.ui,0.10.0,net.sf.eclipsefp.haskell.ui.editor.HaskellEditor,1625158994516
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625159004463
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625159057774
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625159058902
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625159117494
